mp-1000487_Al_Mg_Ce_Mn,-1.0
mp-1000487_Ce_Mg_Al_Mn,-1.0
mp-1001080_C_Mg_H_Mn,-1.0
mp-1001080_H_Mg_C_Mn,-1.0
mp-1001571_Ca_Mg_Fe_Mn,-1.0
mp-1001571_Fe_Mg_Ca_Mn,-1.0
mp-1001873_Eu_Mg_Ti_Mn,-1.0
mp-1001873_Ti_Mg_Eu_Mn,-1.0
mp-1002100_Ce_Mg_Ga_Mn,-1.0
mp-1002100_Ga_Mg_Ce_Mn,-1.0
mp-1002568_Mg_Mg_Mn_Mn,-1.0
mp-1002568_Mn_Mg_Mg_Mn,-1.0
mp-1002569_Mg_Mg_Mn_Mn,-1.0
mp-1002569_Mn_Mg_Mg_Mn,-1.0
mp-1002570_K_Mg_Mn_Mn,-1.0
mp-1002570_Mn_Mg_K_Mn,-1.0
mp-1002571_Mn_Mg_Na_Mn,-1.0
mp-1002571_Na_Mg_Mn_Mn,-1.0
mp-1002572_Li_Mg_Mn_Mn,-1.0
mp-1002572_Mn_Mg_Li_Mn,-1.0
mp-1002573_H_Mg_Mn_Mn,-1.0
mp-1002573_Mn_Mg_H_Mn,-1.0
mp-1002574_K_Mg_Mn_Mn,-1.0
mp-1002574_Mn_Mg_K_Mn,-1.0
mp-1003311_Ca_Mg_Mn_Mn,-1.0
mp-1003311_Mn_Mg_Ca_Mn,-1.0
mp-1003312_K_Mg_Mn_Mn,-1.0
mp-1003313_Li_Mg_Mn_Mn,-1.0
mp-1003313_Mn_Mg_Li_Mn,-1.0
mp-1003314_K_Mg_Mn_Mn,-1.0
mp-1003314_Mn_Mg_K_Mn,-1.0
mp-1003316_K_Mg_Mn_Mn,-1.0
mp-1003317_H_Mg_Mn_Mn,-1.0
mp-1003322_Ca_Mg_Mn_Mn,-1.0
mp-1003322_Mn_Mg_Ca_Mn,-1.0
mp-1003402_Ca_Mg_Mn_Mn,-1.0
mp-1003402_Mn_Mg_Ca_Mn,-1.0
mp-1003483_Ca_Mg_Mn_Mn,-1.0
mp-1003484_Mg_Mg_Mn_Mn,-1.0
mp-1003485_Mg_Mg_Mn_Mn,-1.0
mp-1003485_Mn_Mg_Mg_Mn,-1.0
mp-1003486_Ca_Mg_Mn_Mn,-1.0
mp-1003486_Mn_Mg_Ca_Mn,-1.0
mp-1003637_Li_Mg_Mn_Mn,-1.0
mp-1003766_Mn_Mg_Na_Mn,-1.0
mp-1003766_Na_Mg_Mn_Mn,-1.0
mp-1003854_K_Mg_Mn_Mn,-1.0
mp-1003854_Mn_Mg_K_Mn,-1.0
mp-1003856_Mg_Mg_Mn_Mn,-1.0
mp-1003856_Mn_Mg_Mg_Mn,-1.0
mp-1004758_H_Mg_Mn_Mn,-1.0
mp-1004758_Mn_Mg_H_Mn,-1.0
mp-1006058_U_Mg_Cd_Mn,-1.0
mp-10094_Re_Mg_Tm_Mn,-1.0
mp-1011260_Eu_Mg_Fe_Mn,-1.0
mp-1011260_Fe_Mg_Eu_Mn,-1.0
mp-1016144_Mg_Mg_Mn_Mn,-1.0
mp-1016145_Ca_Mg_Mn_Mn,-1.0
mp-1016155_Na_Mg_Mn_Mn,-1.0
mp-1016819_Hf_Mg_Zn_Mn,-1.0
mp-1016819_Zn_Mg_Hf_Mn,-1.0
mp-1016820_Mg_Mg_Sn_Mn,-1.0
mp-1016820_Sn_Mg_Mg_Mn,-1.0
mp-1016821_Ba_Mg_Si_Mn,-1.0
mp-1016821_Si_Mg_Ba_Mn,-1.0
mp-1016823_Ba_Mg_Ge_Mn,-1.0
mp-1016823_Ge_Mg_Ba_Mn,-1.0
mp-1016825_Hf_Mg_Mg_Mn,-1.0
mp-1016825_Mg_Mg_Hf_Mn,-1.0
mp-1016826_Ir_Mg_Mg_Mn,-1.0
mp-1016826_Mg_Mg_Ir_Mn,-1.0
mp-1016827_Ge_Mg_Mg_Mn,-1.0
mp-1016827_Mg_Mg_Ge_Mn,-1.0
mp-1016828_Cd_Mg_Ir_Mn,-1.0
mp-1016828_Ir_Mg_Cd_Mn,-1.0
mp-1016829_Mg_Mg_Ru_Mn,-1.0
mp-1016829_Ru_Mg_Mg_Mn,-1.0
mp-1016830_Mg_Mg_Ti_Mn,-1.0
mp-1016830_Ti_Mg_Mg_Mn,-1.0
mp-1016831_Hg_Mg_Ir_Mn,-1.0
mp-1016831_Ir_Mg_Hg_Mn,-1.0
mp-1016833_Ca_Mg_Rh_Mn,-1.0
mp-1016833_Rh_Mg_Ca_Mn,-1.0
mp-1016835_Ca_Mg_Ru_Mn,-1.0
mp-1016835_Ru_Mg_Ca_Mn,-1.0
mp-1016836_Os_Mg_Zn_Mn,-1.0
mp-1016836_Zn_Mg_Os_Mn,-1.0
mp-1016837_Hg_Mg_Sn_Mn,-1.0
mp-1016837_Sn_Mg_Hg_Mn,-1.0
mp-1016840_Hg_Mg_Os_Mn,-1.0
mp-1016840_Os_Mg_Hg_Mn,-1.0
mp-1016841_Hf_Mg_Hg_Mn,-1.0
mp-1016841_Hg_Mg_Hf_Mn,-1.0
mp-1016842_Hg_Mg_Ti_Mn,-1.0
mp-1016842_Ti_Mg_Hg_Mn,-1.0
mp-1016843_Mg_Mg_Os_Mn,-1.0
mp-1016843_Os_Mg_Mg_Mn,-1.0
mp-1016845_Cd_Mg_Zr_Mn,-1.0
mp-1016845_Zr_Mg_Cd_Mn,-1.0
mp-1016846_Cd_Mg_Ti_Mn,-1.0
mp-1016846_Ti_Mg_Cd_Mn,-1.0
mp-1016848_Ir_Mg_Sr_Mn,-1.0
mp-1016848_Sr_Mg_Ir_Mn,-1.0
mp-1016849_Cd_Mg_Ru_Mn,-1.0
mp-1016849_Ru_Mg_Cd_Mn,-1.0
mp-1016850_Ba_Mg_Rh_Mn,-1.0
mp-1016850_Rh_Mg_Ba_Mn,-1.0
mp-1016851_Hg_Mg_Ru_Mn,-1.0
mp-1016851_Ru_Mg_Hg_Mn,-1.0
mp-1016852_Ba_Mg_Mn_Mn,-1.0
mp-1016852_Mn_Mg_Ba_Mn,-1.0
mp-1016853_Ca_Mg_V_Mn,-1.0
mp-1016853_V_Mg_Ca_Mn,-1.0
mp-1016854_Cd_Mg_Mn_Mn,-1.0
mp-1016854_Mn_Mg_Cd_Mn,-1.0
mp-1016871_Hg_Mg_Zr_Mn,-1.0
mp-1016871_Zr_Mg_Hg_Mn,-1.0
mp-1016872_Ca_Mg_Ir_Mn,-1.0
mp-1016872_Ir_Mg_Ca_Mn,-1.0
mp-1016873_Ca_Mg_Hf_Mn,-1.0
mp-1016873_Hf_Mg_Ca_Mn,-1.0
mp-1016874_Hg_Mg_Si_Mn,-1.0
mp-1016874_Si_Mg_Hg_Mn,-1.0
mp-1016875_Cd_Mg_Rh_Mn,-1.0
mp-1016875_Rh_Mg_Cd_Mn,-1.0
mp-1016876_Si_Mg_Zn_Mn,-1.0
mp-1016876_Zn_Mg_Si_Mn,-1.0
mp-1016877_Hg_Mg_Rh_Mn,-1.0
mp-1016877_Rh_Mg_Hg_Mn,-1.0
mp-1016879_Cd_Mg_Si_Mn,-1.0
mp-1016879_Si_Mg_Cd_Mn,-1.0
mp-1016880_Rh_Mg_Zn_Mn,-1.0
mp-1016880_Zn_Mg_Rh_Mn,-1.0
mp-1016881_Cd_Mg_Sn_Mn,-1.0
mp-1016881_Sn_Mg_Cd_Mn,-1.0
mp-1016882_Cd_Mg_Os_Mn,-1.0
mp-1016882_Os_Mg_Cd_Mn,-1.0
mp-1016883_Zn_Mg_Zr_Mn,-1.0
mp-1016883_Zr_Mg_Zn_Mn,-1.0
mp-1016884_Ca_Mg_Ge_Mn,-1.0
mp-1016884_Ge_Mg_Ca_Mn,-1.0
mp-1016886_Mg_Mg_V_Mn,-1.0
mp-1016886_V_Mg_Mg_Mn,-1.0
mp-1016900_Ca_Mg_Os_Mn,-1.0
mp-1016900_Os_Mg_Ca_Mn,-1.0
mp-1016902_Sn_Mg_Zn_Mn,-1.0
mp-1016902_Zn_Mg_Sn_Mn,-1.0
mp-1016903_Cd_Mg_Ge_Mn,-1.0
mp-1016903_Ge_Mg_Cd_Mn,-1.0
mp-1016904_Cd_Mg_V_Mn,-1.0
mp-1016904_V_Mg_Cd_Mn,-1.0
mp-1016926_Ir_Mg_Zn_Mn,-1.0
mp-1016926_Zn_Mg_Ir_Mn,-1.0
mp-1016927_Ti_Mg_Zn_Mn,-1.0
mp-1016927_Zn_Mg_Ti_Mn,-1.0
mp-1016928_Mg_Mg_Si_Mn,-1.0
mp-1016928_Si_Mg_Mg_Mn,-1.0
mp-1016929_Mg_Mg_Rh_Mn,-1.0
mp-1016929_Rh_Mg_Mg_Mn,-1.0
mp-1016930_Ge_Mg_Zn_Mn,-1.0
mp-1016930_Zn_Mg_Ge_Mn,-1.0
mp-1016931_V_Mg_Zn_Mn,-1.0
mp-1016931_Zn_Mg_V_Mn,-1.0
mp-1016932_Mn_Mg_Zn_Mn,-1.0
mp-1016932_Zn_Mg_Mn_Mn,-1.0
mp-1016938_Hg_Mg_V_Mn,-1.0
mp-1016938_V_Mg_Hg_Mn,-1.0
mp-1016999_Ge_Mg_Sr_Mn,-1.0
mp-1016999_Sr_Mg_Ge_Mn,-1.0
mp-1017000_Mg_Mg_Zr_Mn,-1.0
mp-1017000_Zr_Mg_Mg_Mn,-1.0
mp-1017439_Si_Mg_Sr_Mn,-1.0
mp-1017439_Sr_Mg_Si_Mn,-1.0
mp-1017441_Rh_Mg_Sr_Mn,-1.0
mp-1017441_Sr_Mg_Rh_Mn,-1.0
mp-1017446_Cd_Mg_Hf_Mn,-1.0
mp-1017446_Hf_Mg_Cd_Mn,-1.0
mp-1017447_Ge_Mg_Hg_Mn,-1.0
mp-1017447_Hg_Mg_Ge_Mn,-1.0
mp-1017465_Ba_Mg_V_Mn,-1.0
mp-1017465_V_Mg_Ba_Mn,-1.0
mp-1017466_Mn_Mg_Sr_Mn,-1.0
mp-1017466_Sr_Mg_Mn_Mn,-1.0
mp-1017467_Ca_Mg_Mn_Mn,-1.0
mp-1017467_Mn_Mg_Ca_Mn,-1.0
mp-1017506_Mn_Mg_Sr_Mn,-1.0
mp-1017506_Sr_Mg_Mn_Mn,-1.0
mp-1017566_Ge_Mg_Pb_Mn,-1.0
mp-1017566_Pb_Mg_Ge_Mn,-1.0
mp-1017591_Ba_Mg_Ru_Mn,-1.0
mp-1017591_Ru_Mg_Ba_Mn,-1.0
mp-1017988_Ca_Mg_Sr_Mn,-1.0
mp-1017988_Sr_Mg_Ca_Mn,-1.0
mp-1018025_Ag_Mg_Lu_Mn,-1.0
mp-1018025_Lu_Mg_Ag_Mn,-1.0
mp-1018031_In_Mg_K_Mn,-1.0
mp-1018031_K_Mg_In_Mn,-1.0
mp-1018032_Cd_Mg_Sr_Mn,-1.0
mp-1018032_Sr_Mg_Cd_Mn,-1.0
mp-1018033_Ag_Mg_Rh_Mn,-1.0
mp-1018033_Rh_Mg_Ag_Mn,-1.0
mp-1018097_Ba_Mg_Ca_Mn,-1.0
mp-1018097_Ca_Mg_Ba_Mn,-1.0
mp-1018639_Sn_Mg_Ti_Mn,-1.0
mp-1018639_Ti_Mg_Sn_Mn,-1.0
mp-1019541_Ba_Mg_Ca_Mn,-1.0
mp-1019541_Ca_Mg_Ba_Mn,-1.0
mp-1019544_Ba_Mg_Zr_Mn,-1.0
mp-1019544_Zr_Mg_Ba_Mn,-1.0
mp-1019561_Ca_Mg_Ge_Mn,-1.0
mp-1019561_Ge_Mg_Ca_Mn,-1.0
mp-1019562_Ca_Mg_Si_Mn,-1.0
mp-1019562_Si_Mg_Ca_Mn,-1.0
mp-1019563_Ca_Mg_Si_Mn,-1.0
mp-1019563_Si_Mg_Ca_Mn,-1.0
mp-1019598_Ce_Mg_Ga_Mn,-1.0
mp-1019598_Ga_Mg_Ce_Mn,-1.0
mp-1019729_Al_Mg_Eu_Mn,-1.0
mp-1019729_Eu_Mg_Al_Mn,-1.0
mp-1019742_He_Mg_Si_Mn,-1.0
mp-1019742_Si_Mg_He_Mn,-1.0
mp-1020057_La_Mg_Li_Mn,-1.0
mp-1020057_Li_Mg_La_Mn,-1.0
mp-1020112_Mg_Mg_Si_Mn,-1.0
mp-1020112_Si_Mg_Mg_Mn,-1.0
mp-1020622_Sr_Mg_Zr_Mn,-1.0
mp-1020622_Zr_Mg_Sr_Mn,-1.0
mp-1020623_Si_Mg_Zn_Mn,-1.0
mp-1020623_Zn_Mg_Si_Mn,-1.0
mp-1020631_Ge_Mg_Zn_Mn,-1.0
mp-1020631_Zn_Mg_Ge_Mn,-1.0
mp-1021667_Cl_Mg_I_Mn,-1.0
mp-1021667_I_Mg_Cl_Mn,-1.0
mp-1023125_Cu_Mg_Mg_Mn,-1.0
mp-1023125_Mg_Mg_Cu_Mn,-1.0
mp-1023920_Mg_Mg_Nb_Mn,-1.0
mp-1023920_Nb_Mg_Mg_Mn,-1.0
mp-1024033_Mg_Mg_Sn_Mn,-1.0
mp-1024033_Sn_Mg_Mg_Mn,-1.0
mp-1024034_Mg_Mg_Sr_Mn,-1.0
mp-1024034_Sr_Mg_Mg_Mn,-1.0
mp-1024035_Mg_Mg_Rb_Mn,-1.0
mp-1024035_Rb_Mg_Mg_Mn,-1.0
mp-1024036_Mg_Mg_Si_Mn,-1.0
mp-1024036_Si_Mg_Mg_Mn,-1.0
mp-1024037_Mg_Mg_Na_Mn,-1.0
mp-1024037_Na_Mg_Mg_Mn,-1.0
mp-1024038_Ce_Mg_Mg_Mn,-1.0
mp-1024038_Mg_Mg_Ce_Mn,-1.0
mp-1024039_Al_Mg_Mg_Mn,-1.0
mp-1024039_Mg_Mg_Al_Mn,-1.0
mp-1024040_Ba_Mg_Mg_Mn,-1.0
mp-1024040_Mg_Mg_Ba_Mn,-1.0
mp-1024043_Ca_Mg_Mg_Mn,-1.0
mp-1024043_Mg_Mg_Ca_Mn,-1.0
mp-1024044_Cr_Mg_Mg_Mn,-1.0
mp-1024044_Mg_Mg_Cr_Mn,-1.0
mp-1024045_Mg_Mg_Zn_Mn,-1.0
mp-1024045_Zn_Mg_Mg_Mn,-1.0
mp-1024046_Mg_Mg_Y_Mn,-1.0
mp-1024046_Y_Mg_Mg_Mn,-1.0
mp-1024068_Mg_Mg_V_Mn,-1.0
mp-1024068_V_Mg_Mg_Mn,-1.0
mp-1025154_Tl_Mg_U_Mn,-1.0
mp-1025154_U_Mg_Tl_Mn,-1.0
mp-1025158_K_Mg_Pu_Mn,-1.0
mp-1025158_Pu_Mg_K_Mn,-1.0
mp-1025162_K_Mg_Np_Mn,-1.0
mp-1025162_Np_Mg_K_Mn,-1.0
mp-1025179_Np_Mg_Rb_Mn,-1.0
mp-1025179_Rb_Mg_Np_Mn,-1.0
mp-10251_Dy_Mg_Li_Mn,-1.0
mp-10251_Li_Mg_Dy_Mn,-1.0
mp-1025200_Eu_Mg_Ti_Mn,-1.0
mp-1025200_Ti_Mg_Eu_Mn,-1.0
