mp-1000487_pox_ce_mg,-1.911739748275862
mp-1001571_pox_ca_mg,-1.912567148275862
mp-1001571_pox_fe_mg,-1.4184987482758615
mp-1001873_pox_eu_mg,-1.9144151482758616
mp-1001873_pox_ti_mg,-1.377570948275863
mp-1002100_pox_ce_mg,-1.9134743482758623
mp-1002100_pox_ga_mg,-1.3769855482758615
mp-1002568_pox_mg_mg,-2.2845577832512314
mp-1002568_pox_mn_mg,-2.3234024630541876
mp-1002569_pox_mg_mg,-2.3716778103448277
mp-1002569_pox_mn_mg,-2.3715906853448274
mp-1002570_pox_mn_mg,-2.5215025603448282
mp-1002571_pox_mn_mg,-2.3293908916256165
mp-1002571_pox_na_mg,-2.2852793546798034
mp-1002572_pox_li_mg,-2.3667824353448275
mp-1002572_pox_mn_mg,-2.366755185344828
mp-1002573_pox_mn_mg,-2.3039193103448277
mp-1002574_pox_k_mg,-2.382162435344828
mp-1002574_pox_mn_mg,-2.3820623103448275
mp-1003311_pox_ca_mg,-2.2708422118226608
mp-1003311_pox_mn_mg,-2.4651050344827588
mp-1003312_pox_k_mg,-2.076430689655172
mp-1003313_pox_li_mg,-2.3202836112852676
mp-1003313_pox_mn_mg,-2.4886580438871473
mp-1003314_pox_k_mg,-2.2887192118226602
mp-1003314_pox_mn_mg,-2.3332928916256157
mp-1003316_pox_k_mg,-1.8863506896551718
mp-1003322_pox_ca_mg,-2.512531310344828
mp-1003322_pox_mn_mg,-2.5125139353448276
mp-1003402_pox_ca_mg,-2.5162383103448276
mp-1003402_pox_mn_mg,-2.516335560344828
mp-1003483_pox_ca_mg,-2.092292074270557
mp-1003484_pox_mg_mg,-2.0898419973474796
mp-1003485_pox_mg_mg,-2.3252507021943583
mp-1003485_pox_mn_mg,-2.513209589341692
mp-1003486_pox_ca_mg,-2.5166330603448275
mp-1003486_pox_mn_mg,-2.516679310344828
mp-1003637_pox_li_mg,-2.128810972413793
mp-1003766_pox_na_mg,-2.26829271182266
mp-1003854_pox_k_mg,-2.5189693103448274
mp-1003854_pox_mn_mg,-2.518979310344828
mp-1003856_pox_mg_mg,-2.512375560344828
mp-1003856_pox_mn_mg,-2.5122993103448277
mp-1006058_pox_u_mg,-2.124339622844828
mp-10094_pox_re_mg,-2.0356271687840297
mp-1011260_pox_eu_mg,-2.2632823482758626
mp-1011260_pox_fe_mg,-2.1123088482758616
mp-1016144_pox_mg_mg,-2.131838272413794
mp-1016155_pox_na_mg,-2.073433689655172
mp-1016819_pox_hf_mg,-1.3798375482758616
mp-1016819_pox_zn_mg,-1.9183593482758625
mp-1016820_pox_mg_mg,-1.9168877482758617
mp-1016820_pox_sn_mg,-1.3790373482758624
mp-1016821_pox_ba_mg,-1.9125793482758624
mp-1016821_pox_si_mg,-1.418498548275862
mp-1016823_pox_ba_mg,-1.9155623482758628
mp-1016823_pox_ge_mg,-1.3783137482758618
mp-1016825_pox_hf_mg,-1.9181161482758626
mp-1016825_pox_mg_mg,-1.9181161482758626
mp-1016826_pox_ir_mg,-1.3774237482758622
mp-1016826_pox_mg_mg,-1.9142575482758617
mp-1016827_pox_ge_mg,-1.4133817482758615
mp-1016827_pox_mg_mg,-1.910775548275862
mp-1016828_pox_cd_mg,-1.914928348275862
mp-1016828_pox_ir_mg,-1.3779553482758615
mp-1016829_pox_mg_mg,-1.9133261482758628
mp-1016829_pox_ru_mg,-1.376793348275862
mp-1016830_pox_mg_mg,-1.9126759482758615
mp-1016830_pox_ti_mg,-1.4185573482758627
mp-1016831_pox_hg_mg,-1.9153781482758618
mp-1016831_pox_ir_mg,-1.3781985482758627
mp-1016833_pox_ca_mg,-1.9149251482758616
mp-1016833_pox_rh_mg,-1.3779543482758627
mp-1016835_pox_ca_mg,-1.9144817482758625
mp-1016835_pox_ru_mg,-1.3775689482758622
mp-1016836_pox_os_mg,-1.3771321482758623
mp-1016836_pox_zn_mg,-1.9135749482758626
mp-1016837_pox_hg_mg,-1.9185803482758614
mp-1016837_pox_sn_mg,-1.3799607482758618
mp-1016840_pox_hg_mg,-1.9149859482758615
mp-1016840_pox_os_mg,-1.3779537482758628
mp-1016841_pox_hf_mg,-1.3808209482758627
mp-1016841_pox_hg_mg,-1.9200709482758627
mp-1016842_pox_hg_mg,-1.914257348275862
mp-1016842_pox_ti_mg,-1.3774237482758622
mp-1016843_pox_mg_mg,-1.9141411482758628
mp-1016843_pox_os_mg,-1.3773293482758617
mp-1016845_pox_cd_mg,-1.9211761482758618
mp-1016845_pox_zr_mg,-1.4244567482758625
mp-1016846_pox_cd_mg,-1.9133657482758621
mp-1016846_pox_ti_mg,-1.3768235482758626
mp-1016848_pox_ir_mg,-1.3786269482758626
mp-1016848_pox_sr_mg,-1.9161411482758623
mp-1016849_pox_cd_mg,-1.9144139482758618
mp-1016849_pox_ru_mg,-1.377527948275862
mp-1016850_pox_ba_mg,-1.9191101482758626
mp-1016850_pox_rh_mg,-1.3802617482758621
mp-1016851_pox_hg_mg,-1.9148057482758616
mp-1016851_pox_ru_mg,-1.3778383482758627
mp-1016852_pox_ba_mg,-1.9170909482758618
mp-1016852_pox_mn_mg,-1.3791537482758627
mp-1016853_pox_ca_mg,-1.9124535482758618
mp-1016853_pox_v_mg,-1.4181685482758624
mp-1016854_pox_cd_mg,-1.912139348275862
mp-1016854_pox_mn_mg,-1.4176413482758619
mp-1016871_pox_hg_mg,-1.9218895482758627
mp-1016871_pox_zr_mg,-1.4251865482758617
mp-1016872_pox_ca_mg,-1.9149267482758616
mp-1016872_pox_ir_mg,-1.3779549482758626
mp-1016873_pox_ca_mg,-1.919379948275862
mp-1016873_pox_hf_mg,-1.3804219482758626
mp-1016874_pox_hg_mg,-1.9093009482758618
mp-1016874_pox_si_mg,-1.408141948275862
mp-1016875_pox_cd_mg,-1.914812348275862
mp-1016875_pox_rh_mg,-1.3778747482758618
mp-1016876_pox_si_mg,-1.3886863482758627
mp-1016876_pox_zn_mg,-1.9025857482758624
mp-1016877_pox_hg_mg,-1.915376948275862
